Order,PID,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
782,905229040,50,RL,,11250,1,No,3,Lvl,2,Inside,2,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,CBlock,3.0,3.0,3,1,0.0,1,0.0,1104.0,1104.0,GasA,4,1,3,1104,684,0,1788,1.0,0.0,1,0,5,1,2,8,5,2,3.0,Attchd,1957.0,1,1.0,304.0,3.0,3.0,2,120,0,0,0,0,0,0.0,0,,0,11,2009,WD ,Normal,161500
783,905325020,20,RL,65.0,25095,1,No,2,Low,2,Inside,0,ClearCr,Norm,Norm,1Fam,1Story,5,8,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,,0.0,2,2,CBlock,3.0,3.0,4,6,1324.0,1,0.0,113.0,1437.0,GasA,4,1,4,1473,0,0,1473,2.0,0.0,1,0,1,1,4,5,7,2,4.0,Attchd,1968.0,1,1.0,452.0,3.0,3.0,2,0,48,0,0,60,0,0.0,0,,0,6,2009,WD ,Partial,143000
784,905377010,20,RL,,17140,1,No,3,Lvl,2,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,CBlock,3.0,3.0,1,5,1059.0,1,0.0,75.0,1134.0,GasA,4,1,3,1229,0,0,1229,0.0,0.0,1,0,3,1,2,6,7,0,0.0,Attchd,1956.0,2,1.0,284.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,4,2009,WD ,Normal,135000
785,905377130,30,RL,,12342,1,No,2,Lvl,2,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,CBlock,3.0,3.0,1,4,262.0,1,0.0,599.0,861.0,GasA,4,1,4,861,0,0,861,0.0,0.0,1,0,1,1,2,4,7,0,0.0,Detchd,1961.0,1,2.0,539.0,3.0,3.0,2,158,0,0,0,0,0,0.0,0,,0,3,2009,WD ,Normal,82500
786,905401100,20,RL,,10708,1,No,2,Lvl,2,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,3,2,CBlock,3.0,3.0,1,2,379.0,4,768.0,470.0,1617.0,GasA,4,1,3,1867,0,0,1867,1.0,0.0,1,0,2,1,2,7,7,3,4.0,Attchd,1955.0,3,1.0,303.0,3.0,3.0,2,476,0,0,0,142,0,0.0,2,,0,11,2009,COD,Normal,190000
787,905402060,20,RL,,13680,1,No,2,Lvl,2,CulDSac,2,Edwards,Norm,Norm,1Fam,1Story,3,5,1955,1955,Hip,CompShg,BrkFace,Wd Sdng,,0.0,2,2,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,1,3,1733,0,0,1733,0.0,0.0,2,0,4,1,2,8,5,1,4.0,Attchd,1955.0,1,2.0,452.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,6,2009,WD ,Normal,139600
788,905402070,20,RL,,15635,1,No,2,Lvl,2,CulDSac,2,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Gable,CompShg,VinylSd,VinylSd,,0.0,2,2,CBlock,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,1,4,1383,0,0,1383,0.0,0.0,1,0,2,1,2,6,4,0,0.0,Attchd,1980.0,1,2.0,498.0,2.0,3.0,2,0,0,90,0,110,0,0.0,0,,0,10,2009,WD ,Normal,122000
789,905450020,20,RL,73.0,9855,1,No,3,Lvl,2,Corner,2,Edwards,Norm,Norm,1Fam,1Story,6,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,CBlock,3.0,3.0,1,1,0.0,1,0.0,1436.0,1436.0,GasA,1,1,4,1689,0,0,1689,0.0,0.0,1,0,3,1,2,7,7,1,4.0,Attchd,1956.0,1,2.0,480.0,3.0,3.0,2,0,0,0,0,0,0,0.0,3,,0,11,2009,COD,Normal,127500
790,905451300,20,RL,68.0,9571,1,No,3,Lvl,2,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,3.0,3.0,1,3,257.0,1,0.0,816.0,1073.0,GasA,2,1,3,1073,0,0,1073,1.0,0.0,1,0,2,1,2,5,7,0,0.0,Attchd,1956.0,1,1.0,340.0,3.0,3.0,2,0,0,0,0,0,0,0.0,4,,0,2,2009,WD ,Normal,121500
791,905451340,20,RL,68.0,9571,1,No,3,Lvl,2,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,,0.0,2,1,CBlock,3.0,2.0,1,1,0.0,1,0.0,1276.0,1276.0,GasA,2,1,3,1276,0,0,1276,0.0,0.0,1,0,3,1,2,5,4,0,0.0,Attchd,1958.0,1,1.0,350.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,6,2009,COD,Abnorml,60000
792,905452040,60,RL,50.0,9350,1,No,3,Bnk,2,Inside,2,Edwards,Norm,Norm,1Fam,2Story,6,7,1946,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,3.0,3.0,1,4,342.0,1,0.0,405.0,747.0,GasA,4,1,4,892,747,0,1639,0.0,0.0,1,1,3,1,3,6,7,1,4.0,Detchd,1946.0,1,1.0,240.0,3.0,3.0,2,0,50,0,0,0,0,0.0,0,,0,7,2009,WD ,Normal,154400
793,905452050,30,RL,50.0,9340,1,No,3,Lvl,2,Inside,2,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,3.0,3.0,1,3,344.0,1,0.0,328.0,672.0,GasA,2,1,4,672,0,0,672,1.0,0.0,1,0,2,1,2,4,7,0,0.0,Attchd,1941.0,1,1.0,234.0,3.0,3.0,0,0,113,0,0,0,0,0.0,0,,0,8,2009,WD ,Normal,113000
794,905475160,20,RL,62.0,7440,1,No,3,Lvl,2,Inside,2,Edwards,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,CBlock,4.0,3.0,1,4,173.0,1,0.0,916.0,1089.0,GasW,2,1,4,1089,0,0,1089,1.0,0.0,1,0,3,1,2,5,7,1,4.0,Detchd,1954.0,2,1.0,252.0,3.0,3.0,1,328,0,0,0,0,0,0.0,3,,0,9,2009,WD ,Normal,125000
795,905475500,20,RL,,11500,1,No,2,Lvl,2,CulDSac,2,Edwards,Norm,Norm,1Fam,1Story,4,3,1957,1957,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,3,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,0,4,845,0,0,845,0.0,0.0,1,0,3,1,2,5,7,0,0.0,Detchd,1957.0,1,1.0,290.0,3.0,3.0,0,186,0,0,0,0,0,0.0,0,,0,1,2009,WD ,Normal,84000
796,905476230,120,RL,42.0,4235,1,No,3,Lvl,2,Inside,2,Edwards,Norm,Norm,TwnhsE,1Story,5,5,1984,1984,Gable,CompShg,HdBoard,HdBoard,BrkFace,149.0,3,2,CBlock,4.0,3.0,2,6,552.0,5,393.0,104.0,1049.0,GasA,2,1,4,1049,0,0,1049,1.0,0.0,2,0,2,1,3,5,7,0,0.0,Attchd,1984.0,3,1.0,266.0,3.0,3.0,2,0,105,0,0,0,0,0.0,0,,0,2,2009,WD ,Normal,139500
797,905478030,50,RL,60.0,11409,1,No,3,Lvl,2,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,1949,2008,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,2,2,CBlock,3.0,3.0,1,2,292.0,1,0.0,476.0,768.0,GasA,3,1,4,1148,568,0,1716,0.0,0.0,1,1,3,1,2,8,5,1,4.0,Attchd,1949.0,1,1.0,281.0,3.0,3.0,2,0,0,0,0,160,0,0.0,0,,0,1,2009,WD ,Normal,131000
798,905480030,50,RL,60.0,9060,1,No,3,Lvl,2,Inside,2,Edwards,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,WdShing,Wd Shng,,0.0,2,2,BrkTil,3.0,3.0,2,3,204.0,1,0.0,356.0,560.0,GasA,2,1,4,698,560,0,1258,0.0,0.0,1,0,2,1,2,6,7,0,0.0,Detchd,1939.0,1,1.0,280.0,3.0,3.0,1,0,0,0,0,0,0,0.0,3,,0,10,2009,WD ,Normal,105000
799,905480210,70,RL,60.0,9084,1,No,3,Lvl,2,Inside,2,Edwards,Artery,Norm,1Fam,2Story,4,5,1940,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,2,2,CBlock,3.0,3.0,2,1,0.0,1,0.0,755.0,755.0,GasA,2,1,4,755,755,0,1510,1.0,0.0,1,0,4,1,2,7,7,1,4.0,Detchd,1940.0,1,1.0,296.0,2.0,1.0,1,120,0,0,0,0,0,0.0,3,,0,10,2009,WD ,Normal,108000
800,906201021,80,RL,74.0,10778,1,No,2,Lvl,2,Inside,2,SawyerW,Feedr,Norm,1Fam,SLvl,7,6,1990,1991,Gable,CompShg,HdBoard,HdBoard,,0.0,3,2,PConc,4.0,3.0,1,6,460.0,5,286.0,308.0,1054.0,GasA,3,1,4,1061,0,0,1061,1.0,0.0,1,1,1,1,3,4,7,0,0.0,Attchd,1990.0,1,2.0,462.0,3.0,3.0,2,114,36,0,0,0,0,0.0,0,,0,7,2009,WD ,Normal,162000
801,906201050,80,RL,66.0,19255,1,No,2,Lvl,2,Inside,2,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,3,2,CBlock,4.0,3.0,3,3,70.0,6,450.0,0.0,520.0,GasA,3,1,4,1338,0,0,1338,0.0,0.0,1,1,2,1,3,5,5,1,1.0,Attchd,1983.0,1,2.0,576.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,Shed,600,9,2009,WD ,Normal,156500
802,906201130,50,RL,79.0,12327,1,No,2,Low,2,Inside,1,SawyerW,Norm,Norm,1Fam,1.5Fin,8,8,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,3,2,CBlock,4.0,3.0,4,6,1441.0,1,0.0,55.0,1496.0,GasA,4,1,4,1496,636,0,2132,1.0,0.0,1,1,1,1,3,5,5,1,4.0,BuiltIn,1983.0,3,2.0,612.0,4.0,3.0,2,349,40,0,0,0,0,0.0,0,,0,9,2009,WD ,Normal,316600
803,906203120,20,RL,90.0,14684,1,No,2,Lvl,2,CulDSac,2,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,234.0,3,2,CBlock,4.0,3.0,2,5,485.0,4,177.0,1496.0,2158.0,GasA,3,1,4,2196,0,0,2196,0.0,0.0,2,0,3,1,3,7,7,1,3.0,Attchd,1990.0,2,3.0,701.0,3.0,3.0,2,84,70,0,0,0,0,0.0,0,,0,6,2009,WD ,Normal,271900
804,906223060,60,RL,75.0,9317,1,No,3,Lvl,2,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,3,2,PConc,4.0,3.0,1,5,513.0,1,0.0,227.0,740.0,GasA,4,1,4,1006,769,0,1775,1.0,0.0,2,1,3,1,3,7,7,1,3.0,Attchd,1993.0,1,2.0,425.0,3.0,3.0,2,234,72,192,0,0,0,0.0,0,,0,7,2009,WD ,Normal,213000
805,906223080,60,RL,85.0,10560,1,No,3,Lvl,2,Corner,2,SawyerW,Norm,Norm,1Fam,2Story,7,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,,0.0,3,3,PConc,4.0,4.0,1,6,474.0,1,0.0,605.0,1079.0,GasA,4,1,4,1079,800,0,1879,1.0,0.0,2,1,3,1,3,8,7,1,3.0,Attchd,1993.0,2,2.0,473.0,3.0,3.0,2,400,100,144,0,0,0,0.0,3,,0,8,2009,WD ,Normal,239900
806,906223210,60,RL,80.0,9828,1,No,2,Lvl,2,Inside,2,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,1,6,584.0,1,0.0,544.0,1128.0,GasA,4,1,4,1142,878,0,2020,0.0,0.0,2,1,3,1,3,8,7,1,3.0,Attchd,1995.0,2,2.0,466.0,3.0,3.0,2,0,155,0,0,0,0,0.0,0,,0,6,2009,WD ,Normal,239500
807,906226060,70,RL,120.0,26400,1,No,3,Bnk,2,FR2,2,SawyerW,Feedr,Norm,1Fam,2Story,5,7,1880,2007,Gable,CompShg,HdBoard,HdBoard,,0.0,3,2,PConc,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,4,1,4,1288,728,0,2016,0.0,0.0,1,0,4,1,2,7,4,1,3.0,Attchd,1900.0,1,2.0,576.0,3.0,3.0,1,0,0,0,0,0,0,0.0,0,,0,6,2009,WD ,Normal,131000
808,906226070,90,RL,64.0,7018,1,No,3,Bnk,2,Inside,2,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,,0.0,2,1,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,1,4,1535,0,0,1535,0.0,0.0,2,0,4,2,2,8,7,0,0.0,Attchd,1979.0,1,2.0,410.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,6,2009,WD ,Alloca,118964
809,906226080,90,RL,64.0,7018,1,No,3,Bnk,2,Inside,2,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,Stone,275.0,2,2,CBlock,4.0,3.0,3,6,1086.0,1,0.0,0.0,1086.0,GasA,2,1,4,1224,0,0,1224,2.0,0.0,0,2,2,2,2,6,7,2,3.0,Detchd,1979.0,1,2.0,528.0,3.0,3.0,2,120,0,0,0,0,0,0.0,0,,0,6,2009,WD ,Alloca,153337
810,906226090,90,RL,64.0,7018,1,No,3,Lvl,2,Inside,2,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,,0.0,2,2,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,1,4,1114,1114,0,2228,0.0,0.0,2,0,6,2,2,8,7,0,0.0,Detchd,1979.0,1,2.0,720.0,3.0,3.0,2,73,0,0,0,0,0,0.0,0,,0,6,2009,WD ,Alloca,147983
811,906226100,90,RL,64.0,7018,1,No,3,Bnk,2,Inside,2,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,,0.0,2,2,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,1,4,1535,0,0,1535,0.0,0.0,2,0,4,2,2,8,7,0,0.0,Attchd,1979.0,1,2.0,400.0,3.0,3.0,2,0,0,0,0,0,0,0.0,4,,0,6,2009,WD ,Alloca,118858
812,906226110,90,RL,64.0,7018,1,No,3,Bnk,2,Inside,2,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,,0.0,2,2,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,1,4,1535,0,0,1535,0.0,0.0,2,0,4,2,2,8,7,0,0.0,Attchd,1979.0,1,2.0,400.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,6,2009,WD ,Alloca,118858
813,906226120,90,RL,64.0,7018,1,No,3,Lvl,2,Inside,2,SawyerW,Feedr,Norm,Duplex,2Story,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,,0.0,2,2,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,1,4,1120,1120,0,2240,0.0,0.0,2,0,6,2,2,12,7,0,0.0,Detchd,1979.0,1,2.0,528.0,3.0,3.0,2,154,0,0,0,0,0,0.0,0,,0,6,2009,WD ,Alloca,142953
814,906226130,90,RL,64.0,7040,1,No,3,Lvl,2,Inside,2,SawyerW,Feedr,Norm,Duplex,SFoyer,5,5,1979,1979,Gable,CompShg,Plywood,Plywood,BrkFace,216.0,2,2,CBlock,4.0,3.0,3,6,1094.0,1,0.0,0.0,1094.0,GasA,2,1,4,1229,0,0,1229,2.0,0.0,0,2,2,2,3,6,7,2,3.0,Detchd,1979.0,1,2.0,672.0,3.0,3.0,2,120,0,0,0,0,0,0.0,0,,0,6,2009,WD ,Alloca,148325
815,906226140,90,RL,64.0,7007,1,No,3,Bnk,2,Inside,2,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,,0.0,2,2,Slab,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,1,4,1513,0,0,1513,0.0,0.0,2,0,4,2,2,8,7,0,0.0,Attchd,1979.0,1,2.0,400.0,3.0,3.0,2,0,0,0,0,0,0,0.0,0,,0,6,2009,WD ,Alloca,113722
816,906230010,90,RL,,11855,1,No,3,Lvl,2,Inside,2,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,2,2,PConc,5.0,3.0,1,6,820.0,1,0.0,348.0,1168.0,GasA,4,1,4,1168,1619,0,2787,2.0,0.0,4,2,6,2,2,8,7,2,3.0,BuiltIn,2000.0,3,4.0,820.0,3.0,3.0,2,312,0,0,0,0,0,0.0,0,,0,10,2009,WD ,Normal,269500
817,906230020,90,RL,,7939,1,No,3,Lvl,2,Inside,2,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,2,2,PConc,5.0,3.0,1,6,820.0,1,0.0,348.0,1168.0,GasA,4,1,4,1168,1619,0,2787,2.0,0.0,4,2,6,2,2,8,7,2,3.0,BuiltIn,2000.0,3,4.0,820.0,3.0,3.0,2,312,0,0,0,0,0,0.0,0,,0,10,2009,WD ,Normal,269500
818,906230030,90,RL,,7976,1,No,3,Lvl,2,Inside,2,SawyerW,Feedr,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,BrkFace,23.0,2,2,PConc,5.0,3.0,1,6,820.0,1,0.0,348.0,1168.0,GasA,4,1,4,1168,1619,0,2787,2.0,0.0,4,2,6,2,2,8,7,2,3.0,BuiltIn,2000.0,3,4.0,820.0,3.0,3.0,2,312,0,0,0,0,0,0.0,0,,0,10,2009,WD ,Normal,269500
819,906340100,20,RL,84.0,10933,1,No,3,Lvl,2,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,9,5,2009,2009,Hip,CompShg,VinylSd,VinylSd,Stone,242.0,4,2,PConc,5.0,3.0,4,6,1021.0,1,0.0,534.0,1555.0,GasA,4,1,4,1680,0,0,1680,1.0,0.0,1,1,1,1,4,8,7,1,4.0,Attchd,2009.0,3,3.0,1138.0,3.0,3.0,2,185,24,0,0,0,0,0.0,0,,0,7,2009,New,Partial,323262
820,906340110,20,RL,79.0,10637,1,No,3,Lvl,2,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,336.0,3,2,PConc,5.0,3.0,4,6,1288.0,1,0.0,417.0,1705.0,GasA,4,1,4,1718,0,0,1718,1.0,0.0,2,0,3,1,3,7,7,1,4.0,Attchd,2007.0,2,3.0,826.0,3.0,3.0,2,208,44,0,0,0,0,0.0,0,,0,9,2009,WD ,Normal,297000
821,906340120,20,RL,61.0,10226,1,No,2,Lvl,2,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,3,2,PConc,5.0,3.0,4,1,0.0,1,0.0,1622.0,1622.0,GasA,4,1,4,1630,0,0,1630,1.0,0.0,2,0,3,1,4,8,7,1,4.0,Attchd,2008.0,2,3.0,860.0,3.0,3.0,2,172,42,0,0,0,0,0.0,0,,0,1,2009,WD ,Normal,295493
822,906340130,20,RL,65.0,10816,1,No,2,Lvl,2,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,364.0,4,2,PConc,5.0,3.0,4,6,1104.0,1,0.0,616.0,1720.0,GasA,4,1,4,1720,0,0,1720,1.0,0.0,2,0,3,1,4,8,7,1,4.0,Attchd,2008.0,2,3.0,846.0,3.0,3.0,2,208,104,0,0,0,0,0.0,0,,0,11,2009,WD ,Normal,332000
823,906378110,20,RL,71.0,9178,1,No,3,Lvl,2,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,3,1,0.0,1,0.0,1468.0,1468.0,GasA,4,1,4,1468,0,0,1468,0.0,0.0,2,0,3,1,3,6,7,1,4.0,Attchd,2008.0,2,3.0,904.0,3.0,3.0,2,192,142,0,0,0,0,0.0,0,,0,6,2009,WD ,Normal,239900
824,906380050,60,RL,68.0,10769,1,No,2,Lvl,2,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,3,6,20.0,1,0.0,846.0,866.0,GasA,4,1,4,866,902,0,1768,0.0,0.0,2,1,3,1,3,7,7,0,0.0,Attchd,2007.0,2,2.0,578.0,3.0,3.0,2,144,105,0,0,0,0,0.0,0,,0,4,2009,WD ,Normal,212000
825,906380060,20,RL,77.0,11422,1,No,2,Lvl,2,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Stone,352.0,3,2,PConc,5.0,3.0,3,6,1359.0,1,0.0,479.0,1838.0,GasA,4,1,4,1838,0,0,1838,1.0,0.0,2,0,3,1,3,7,7,2,4.0,Attchd,2007.0,2,2.0,524.0,3.0,3.0,2,154,222,0,0,0,0,0.0,0,,0,4,2009,WD ,Normal,272500
826,906380100,20,RL,122.0,11923,1,No,2,Lvl,2,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,9,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,5.0,3.0,1,1,0.0,1,0.0,1800.0,1800.0,GasA,4,1,4,1800,0,0,1800,0.0,0.0,2,0,2,1,4,7,7,0,0.0,Attchd,2007.0,3,2.0,702.0,3.0,3.0,2,288,136,0,0,0,0,0.0,0,,0,5,2009,WD ,Normal,239000
827,906380130,20,RL,68.0,8814,1,No,3,Lvl,2,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,3,2,PConc,4.0,3.0,1,6,1334.0,1,0.0,270.0,1604.0,GasA,4,1,4,1604,0,0,1604,1.0,0.0,2,1,3,1,3,8,7,1,4.0,Attchd,2006.0,2,2.0,660.0,3.0,3.0,2,123,110,0,0,0,0,0.0,0,,0,3,2009,WD ,Abnorml,220000
828,906380210,20,RL,64.0,6762,1,No,3,Lvl,2,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,3,6,902.0,1,0.0,380.0,1282.0,GasA,4,1,4,1290,0,0,1290,1.0,0.0,2,0,2,1,3,6,7,1,4.0,Attchd,2007.0,2,2.0,662.0,3.0,3.0,2,168,0,0,0,0,0,0.0,0,,0,5,2009,WD ,Normal,200000
829,906380220,20,RL,95.0,10324,1,No,2,Lvl,2,Corner,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,140.0,3,2,PConc,4.0,3.0,3,6,872.0,1,0.0,382.0,1254.0,GasA,4,1,4,1254,0,0,1254,1.0,0.0,2,0,2,1,3,5,7,0,0.0,Attchd,2008.0,2,3.0,810.0,3.0,3.0,2,168,92,0,0,0,0,0.0,0,,0,3,2009,WD ,Normal,221800
830,906392070,20,RL,64.0,7314,1,No,3,Lvl,2,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,82.0,3,2,PConc,4.0,3.0,3,6,724.0,1,0.0,508.0,1232.0,GasA,4,1,4,1232,0,0,1232,1.0,0.0,2,0,2,1,3,6,7,0,0.0,Attchd,2007.0,2,2.0,632.0,3.0,3.0,2,132,0,0,0,0,0,0.0,0,,0,2,2009,WD ,Normal,194500
831,906392110,20,RL,78.0,11645,1,No,3,Lvl,2,Inside,2,CollgCr,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,76.0,3,2,PConc,5.0,3.0,4,6,24.0,1,0.0,1474.0,1498.0,GasA,4,1,4,1498,0,0,1498,0.0,0.0,2,0,3,1,3,7,7,1,4.0,Attchd,2005.0,3,3.0,844.0,3.0,3.0,2,144,98,0,0,0,0,0.0,0,,0,3,2009,WD ,Normal,237000
832,906392130,60,RL,79.0,11646,1,No,2,Lvl,2,Inside,2,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,3,1,0.0,1,0.0,704.0,704.0,GasA,4,1,4,704,718,0,1422,0.0,0.0,2,1,3,1,3,7,7,1,4.0,Attchd,2005.0,3,2.0,440.0,3.0,3.0,2,36,28,0,0,0,0,0.0,0,,0,7,2009,WD ,Normal,173000
833,906402060,80,RL,,12800,1,No,3,Low,2,Inside,1,SawyerW,Norm,Norm,1Fam,SLvl,7,5,1989,1989,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,145.0,3,2,PConc,4.0,3.0,4,6,1518.0,1,0.0,0.0,1518.0,GasA,3,1,4,1644,0,0,1644,1.0,1.0,2,0,2,1,3,5,7,1,3.0,Attchd,1989.0,3,2.0,569.0,3.0,3.0,2,80,0,0,0,396,0,0.0,0,,0,8,2009,WD ,Normal,275000
834,906426210,60,RL,,16698,1,No,2,HLS,2,CulDSac,1,ClearCr,Norm,Norm,1Fam,2Story,7,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,,0.0,3,2,PConc,4.0,3.0,3,6,800.0,1,0.0,649.0,1449.0,GasA,3,1,4,944,815,0,1759,1.0,0.0,2,1,3,1,3,7,7,1,3.0,Attchd,1992.0,1,2.0,525.0,3.0,3.0,2,150,193,0,0,0,0,0.0,0,,0,6,2009,WD ,Normal,233500
